ip	finger	hash	name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	castingStat	choices	country	countryCode	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons	alias
eb3a8e4	c791b6f	6b8d4ca6fac851b1afdaa18710e9dcda	26aa7bfc	Human	Soldier	2019-08-08T14:54:11Z	Ranger 7	Ranger	Hunter	7	Sharpshooter|Skilled	74	16	15	18	16	9	14	12		Athletics|Stealth|Nature|Religion|Animal Handling|Perception|Survival|Intimidation	Handaxe|Dagger|Longbow		Wis	fighting style/Archery	Netherlands	NL		NA	NA	Human		Handaxe|Dagger|Longbow	epic_beaver
ea128da	ebf65db	c834839c0cc7f94f9e7f9576943fbb44	0a66657c	Lizardfolk	Far Traveler	2019-08-06T19:32:59Z	Barbarian 7	Barbarian	Path of the Berserker	7		105	16	16	9	16	7	12	9	chaotic good	Athletics|Nature|Insight|Perception|Survival	Bone Maul|Spear|Javelin		Int		United States	US	CG	NA	NA	Lizardfolk		Maul|Spear|Javelin	sweet_dhawan
a945eae	394045f	c9eb37f8407eaf066cf60ba01314ff7a	1b0a677a	Lizardfolk	Far Traveler	2019-07-30T17:44:39Z	Barbarian 7	Barbarian	Path of the Berserker	7		105	14	17	13	16	8	13	10	Chaotic Good	Athletics|Nature|Animal Handling|Insight|Perception|Survival	Maul|Spear|Javelin		Int		NA	NA	CG	NA	NA	Lizardfolk		Maul|Spear|Javelin	silly_varahamihira
19e5d24	394045f	ceef0f79f119ccddfc4a14dbbcf95a83	b6ae6b63	Lizardfolk	Far Traveler	2019-07-29T23:01:56Z	Barbarian 7	Barbarian	Path of the Battlerager	7	Alert	98	14	15	14	15	8	13	10	Chaotic Good	Athletics|Nature|Insight|Perception|Survival|Intimidation	Bone Maul|Spear|Javelin		Int		NA	NA	CG	NA	NA	Lizardfolk		Maul|Spear|Javelin	eloquent_driscoll
9431f31	20e824f	352390eeba3dd3c3aa429f4f8208d69d	f528336d	Dragonborn	Hermit	2019-07-14T01:06:34Z	Monk 7	Monk	Way of the Kensei	7	Martial Adept	66	16	15	18	14	15	11	10		Athletics|Acrobatics|Religion|Medicine	Shortsword|Dart|Unarmed strike|Aedra (Urumi)		Int	combat superiority maneuvers/Precision Attack	United States	US		NA	NA	Dragonborn		Shortsword|Dart|Unarmed Strike|	wizardly_pascal
2007cfc		f5986b8819e95f6a7891b2e4f8671c97	437a72ea	Fallen Aasimar	Custom	2019-07-13T22:49:59Z	Cleric 7	Cleric	Death Domain	7		40	18	16	8	12	13	16	8	Chaotic Evil	History|Investigation|Medicine|Persuasion	Mace|Crossbow, light	Light*0|Chill Touch*0|Guidance*0|Thaumaturgy*0|False Life*1|Ray of Sickness*1|Inflict Wounds*1|Healing Word*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Enhance Ability*2|Spiritual Weapon*2|Tongues*3|Vampiric Touch*3|Bestow Curse*3|Blight*4|Death Ward*4|Banishment*4	Wis		Canada	CA	CE	NA	NA	Aasimar	Light*0|Chill Touch*0|Guidance*0|Thaumaturgy*0|False Life*1|Ray of Sickness*1|Inflict Wounds*1|Healing Word*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Enhance Ability*2|Spiritual Weapon*2|Tongues*3|Vampiric Touch*3|Bestow Curse*3|Blight*4|Death Ward*4|Banishment*4	Mace|Crossbow, Light	wonderful_bhaskara
c9199c7	fbd6d6f	8b1372bdac393c32f357549d492b0841	02e9b8d5	Wood Elf	Hermit	2019-07-12T20:24:34Z	Monk 7	Monk	Way of Shadow	7		68	17	12	20	14	10	15	6	NG	Stealth|Religion|Insight|Medicine|Perception	Unarmed strike|Dagger|Shortsword|Longbow|Longsword	Minor Illusion*0|Darkness*2|Darkvision*2|Pass Without Trace*2|Silence*2	Wis		United States	US	NG	NA	NA	Elf	Minor Illusion*0|Darkness*2|Darkvision*2|Pass Without Trace*2|Silence*2	Unarmed Strike|Dagger|Shortsword|Longbow|Longsword	reverent_payne
3cb5c3a	20e824f	a609ccd48d4d2caad7512b2598a40efe	53d48b75	Dragonborn	Hermit	2019-07-07T02:54:19Z	Monk 7	Monk	Way of the Kensei	7	Martial Adept	57	16	15	18	15	14	11	10		Athletics|Acrobatics|Religion|Medicine	Shortsword|Dart|Unarmed strike		Int	combat superiority maneuvers/Precision Attack*Maneuvering Attack	United States	US		NA	NA	Dragonborn		Shortsword|Dart|Unarmed Strike	angry_wright
99670c8	941bd99	560b5348192b4909798f3d288900d8da	6930ef3f	Goblin	Guild Member - Technology	2019-07-05T20:57:07Z	Wizard 7	Wizard	School of Invention	7	War Caster	37	14	10	14	14	16	9	14	Chaotic Good	Arcana|History|Investigation|Insight	Produce Flame|Shocking Grasp|Ray of Frost	Prestidigitation*0|Produce Flame*0|Shocking Grasp*0|Ray of Frost*0|Absorb Elements*1|Mage Armor*1|Chaos Bolt*1|Detect Magic*1|Identify*1|Unseen Servant*1|Grease*1|Burning Hands*1|Shield*1|Dragon's Breath*2|Mirror Image*2|Shatter*2|Magic Weapon*2|Lightning Bolt*3|Counterspell*3|Fireball*3|Conjure Minor Elementals*4|Otiluke's Resilient Sphere*4	Int		United States	US	CG	NA	NA	Goblin	Prestidigitation*0|Produce Flame*0|Shocking Grasp*0|Ray of Frost*0|Absorb Elements*1|Mage Armor*1|Chaos Bolt*1|Detect Magic*1|Identify*1|Unseen Servant*1|Grease*1|Burning Hands*1|Shield*1|Dragon's Breath*2|Mirror Image*2|Shatter*2|Magic Weapon*2|Lightning Bolt*3|Counterspell*3|Fireball*3|Conjure Minor Elementals*4|Otiluke's Resilient Sphere*4	||	stupefied_bhaskara
9b8bc8d	0644727	4b71d874acd0a7560e8a883c02dad544	40f27bca	Human	Urban Bounty Hunter	2019-06-13T12:29:22Z	Rogue 7	Rogue	Arcane Trickster	7	Alert|Resilient	70	15	13	19	15	16	11	9	Neutral	Athletics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion	Rapier|Shortbow|Dagger	Mage Hand*0|Booming Blade*0|Minor Illusion*0|Charm Person*1|Tasha's Hideous Laughter*1|Find Familiar*1|Disguise Self*1|Mirror Image*2|Invisibility*2	Int	expertise/Thieves' Tools*Sleight of Hand*Stealth*Perception	United States	US	NN	NA	NA	Human	Mage Hand*0|Booming Blade*0|Minor Illusion*0|Charm Person*1|Tasha's Hideous Laughter*1|Find Familiar*1|Disguise Self*1|Mirror Image*2|Invisibility*2	Rapier|Shortbow|Dagger	clever_carson
9b8bc8d		4804d819c5dfd523db5e69244d2df4d5	ea5cbd8f	Human	Urban Bounty Hunter	2019-06-13T03:10:58Z	Rogue 7	Rogue	Arcane Trickster	7	Alert|Resilient	70	15	13	19	15	16	11	9		Athletics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion	Rapier|Shortbow|Dagger		Int	expertise/Thieves' Tools*Sleight of Hand*Stealth*Perception	United States	US		NA	NA	Human		Rapier|Shortbow|Dagger	adoring_hellman
ca47b89	f520f3c	9beee5f773eb8db2cee351f6cf9dc74a	41a9d095	Wood Elf	Soldier	2019-06-06T12:22:25Z	Fighter 7	Fighter	Champion	7	Crossbow Expert	49	14	12	19	13	10	15	8		Athletics|Acrobatics|Animal Handling|Perception|Intimidation	Crossbow, Heavy|Lance		Int	fighting style/Archery	United States	US		NA	NA	Elf		Crossbow, Heavy|Lance	reverent_chaum
5048556	f867300	6f2f0f90f5813e88a707d7b543465852	efff95a0	Human	Urchin	2019-05-30T14:36:24Z	Fighter 7	Fighter	Champion	7	Prodigy	67	18	8	20	16	14	8	10		Athletics|Sleight of Hand|Stealth|History|Investigation|Nature	Longbow|Rapier|Crossbow, light		Int	fighting style/Archery|expertise/Stealth	Germany	DE		NA	NA	Human		Longbow|Rapier|Crossbow, Light	jolly_murdock
9e8ed8f	5f1cbb0	e764a9492508f47aec15d8731f20842a	dd211754	Kenku	Folk Hero	2019-05-24T20:17:41Z	Sorcerer 7	Sorcerer	Divine Soul	7		50	15	8	16	14	12	10	20		Acrobatics|Sleight of Hand|Arcana|Religion|Animal Handling|Survival	Crossbow, light|Dagger	Chill Touch*0|Green-flame Blade*0|Fire Bolt*0|Mage Hand*0|Message*0|Bane*1|Magic Missile*1|Fog Cloud*1|Catapult*1|Suggestion *2|Invisibility *2|Spiritual Weapon*2|Hypnotic Pattern*3|Haste*3|Polymorph*4|Greater Invisibility *4	Cha	metamagic/Subtle Spell*Quickened Spell	New Zealand	NZ		NA	NA	Kenku	Chill Touch*0|Green-Flame Blade*0|Fire Bolt*0|Mage Hand*0|Message*0|Bane*1|Magic Missile*1|Fog Cloud*1|Catapult*1|Suggestion*2|Invisibility*2|Spiritual Weapon*2|Hypnotic Pattern*3|Haste*3|Polymorph*4|Greater Invisibility*4	Crossbow, Light|Dagger	trusting_jepsen
9e8ed8f	5f1cbb0	16453aa4a57c7079f26c9771090ef063	d1718619	Protector Aasimar	Acolyte	2019-05-24T20:17:23Z	Cleric 7	Cleric	Light Domain	7		65	17	14	10	14	8	20	14		Religion|Insight|Medicine|Persuasion	Mace|Crossbow, light	Light*0|Guidance *0|Word Of Radiance *0|Spare The Dying*0|Thaumaturgy*0|Burning Hands*1|Faerie Fire*1|Bless*1|Command*1|Cure Wounds *1|Detect Evil And Good*1|Guiding Bolt*1|Flaming Sphere*2|Scorching Ray*2|Spiritual Weapon*2|Prayer Of Healing*2|Daylight*3|Fireball*3|Sending*3|Spirit Guardians*3|Guardian of Faith*4|Wall of Fire*4|Death Ward*4	Wis		New Zealand	NZ		NA	NA	Aasimar	Light*0|Guidance*0|Word of Radiance*0|Spare the Dying*0|Thaumaturgy*0|Burning Hands*1|Faerie Fire*1|Bless*1|Command*1|Cure Wounds*1|Detect Evil and Good*1|Guiding Bolt*1|Flaming Sphere*2|Scorching Ray*2|Spiritual Weapon*2|Prayer of Healing*2|Daylight*3|Fireball*3|Sending*3|Spirit Guardians*3|Guardian of Faith*4|Wall of Fire*4|Death Ward*4	Mace|Crossbow, Light	agitated_austin
9e8ed8f	5f1cbb0	844f50ec55badc351d27632ccd1e50a5	24a4a9f7	Changeling	Criminal	2019-05-24T20:17:09Z	Rogue 7	Rogue	Scout	7		55	16	8	20	12	14	8	16		Acrobatics|Sleight of Hand|Stealth|Nature|Insight|Perception|Survival|Deception|Persuasion	Rapier|Dagger|Longbow		Int	expertise/Thieves' Tools*Stealth*Perception*Acrobatics	New Zealand	NZ		NA	NA	Changeling		Rapier|Dagger|Longbow	inspiring_beaver
9e8ed8f	5f1cbb0	d07edbc82eeeb8e480640bcc112b541e	e713e622	Warforged	Sage	2019-05-24T20:16:48Z	Wizard 7	Wizard	School of Illusion	7		57	14	14	10	16	20	12	8		Arcana|History|Investigation|Religion	Quarterstaff	Minor Illusion *0|Shape Water *0|Mold Earth *0|Prestidigitation*0|Fire Bolt*0|Green Flame Blade*0|Disguise Self*1|Identify*1|Magic Missile *1|Detect Magic*1|Enlarge/reduce*2|Max's Earthen Grasp*2|Phantasmal Force*2|Shadow Blade*2|Major Image*3|Erupting Earth *3|Dispel Magic*3|Phantasmal Killer*4	Int		New Zealand	NZ		NA	NA	Warforged	Minor Illusion*0|Shape Water*0|Mold Earth*0|Prestidigitation*0|Fire Bolt*0|Green-Flame Blade*0|Disguise Self*1|Identify*1|Magic Missile*1|Detect Magic*1|Enlarge/Reduce*2|Maximilian's Earthen Grasp*2|Phantasmal Force*2|Shadow Blade*2|Major Image*3|Erupting Earth*3|Dispel Magic*3|Phantasmal Killer*4	Quarterstaff	confident_clarke
9e8ed8f	5f1cbb0	825dea8ac3be917c6f9dbe9fa94c19aa	81f9a3ef	Geth - Yan	Soldier	2019-05-24T20:16:28Z	Paladin 7	Paladin	Oath of Devotion	7		78	18	18	10	14	11	8	18		Athletics|Stealth|Religion|Insight|Intimidation	Longsword|Javelin	Protection from Evil and Good*1|Sanctuary*1|Command*1|Compelled Duel*1|Divine Favor *1|Cure Wounds *1|Lesser Restoration*2|Zone of Truth*2|Locate Object *2|Aid*2	Cha	fighting style/Dueling	New Zealand	NZ		NA	NA	Gith	Protection from Evil and Good*1|Sanctuary*1|Command*1|Compelled Duel*1|Divine Favor*1|Cure Wounds*1|Lesser Restoration*2|Zone of Truth*2|Locate Object*2|Aid*2	Longsword|Javelin	nostalgic_fermi
9e8ed8f	5f1cbb0	4d0ff2fa074f6bdfad1bef26f77acd4e	578fbb0e	Goliath	Barbarian Tribe Member	2019-05-24T20:16:07Z	Barbarian 7	Barbarian	Path of the Ancestral Guardian	7		96	15	20	14	16	8	12	8		Athletics|Perception|Survival|Intimidation	Greataxe|Handaxe|Javelin		Int		New Zealand	NZ		NA	NA	Goliath		Greataxe|Handaxe|Javelin	unruffled_albattani
8c2d40b	587a961	ca65c4b499d6d29f07a99476f67826f4	c7d759c2	Warforged	Knight	2019-05-14T08:35:16Z	Warlock 7	Warlock	The Hexblade	7	Polearm Master	66	18	10	16	16	14	12	18	Neutral Good	Arcana|Investigation|Religion|Deception|Persuasion	Crossbow, light|Dagger|Glaive	Eldritch Blast*0|Disguise Self*0|Prestidigitation*0|Mage Hand*0|Thorn Whip*0|Armour Of Agathys*1|Shield*1|Hold Person*2|Invisibility *2|Remove Curse*3|Elemental Weapon*3|Phantasmal Killer*4|Banishment *4	Cha	eldritch invocations/Improved Pact Weapon*Thirsting Blade*Agonizing Blast*Beguiling Influence|pact boon/Pact of the Blade	New Zealand	NZ	NG	NA	NA	Warforged	Eldritch Blast*0|*|Prestidigitation*0|Mage Hand*0|Thorn Whip*0|Armor of Agathys*1|Shield*1|Hold Person*2|Invisibility*2|Remove Curse*3|Elemental Weapon*3|Phantasmal Killer*4|Banishment*4	Crossbow, Light|Dagger|Glaive	cocky_yonath
ea417e1	c3f5160	8b44d478e8d9a894c6fd4c275dddb3eb	188ddd1a	Goblin	Criminal	2019-05-13T22:03:23Z	Fighter 7	Fighter	Battle Master	7		85	19	10	20	16	12	13	8	Neutral Evil	Acrobatics|Sleight of Hand|Stealth|Perception	Shamshir +1|Crossbow, light|Dagger		Int	fighting style/Dueling|combat superiority maneuvers/Riposte*Parry*Trip Attack*Precision Attack*Menacing Attack	NA	NA	NE	NA	NA	Goblin		|Crossbow, Light|Dagger	amazing_bardeen
ce3a56b	a896406	ea2a2975788f4995fc4c91d41fbadc2d	0fb93091	Hill Dwarf	Guild Artisan	2019-05-13T06:31:40Z	Cleric 7	Cleric	Forge Domain	7		84	22	14	10	16	10	18	8	NG	History|Religion|Insight|Perception	Warhammer|Light Hammer	Guidance*0|Sacred Flame*0|Word Of Radiance*0|Toll The Dead*0|Identify*1|Searing Smite*1|Healing Word*1|Bless*1|Sanctuary*1|Command*1|Inflict Wounds*1|Heat Metal*2|Magic Weapon*2|Prayer Of Healing*2|Spiritual Weapon*2|Silence*2|Elemental Weapon*3|Protection from Energy*3|Tongues*3|Spirit Guardians*3|Mass Healing Word*3|Fabricate*4|Wall of Fire*4|Shape Stone*4	Wis		United States	US	NG	NA	NA	Dwarf	Guidance*0|Sacred Flame*0|Word of Radiance*0|Toll the Dead*0|Identify*1|Searing Smite*1|Healing Word*1|Bless*1|Sanctuary*1|Command*1|Inflict Wounds*1|Heat Metal*2|Magic Weapon*2|Prayer of Healing*2|Spiritual Weapon*2|Silence*2|Elemental Weapon*3|Protection from Energy*3|Tongues*3|Spirit Guardians*3|Mass Healing Word*3|Fabricate*4|Wall of Fire*4|*	Warhammer|Light hammer	cool_pascal
	e21d470	848474737c97e3b611fe2ce5e39c0993	be05cf83	Firbolg	Folk Hero	2019-05-12T18:42:56Z	Paladin 7	Paladin	Oath of Redemption	7		67	12	14	8	16	12	16	11		Religion|Animal Handling|Insight|Survival	Warhammer	Sanctuary*1|Sleep*1|Calm Emotions*2|Hold Person*2	Cha	fighting style/Protection	Canada	CA		NA	NA	Firbolg	Sanctuary*1|Sleep*1|Calm Emotions*2|Hold Person*2	Warhammer	serene_rhodes
380cd33	31e7111	14034b4d4c06659c25ceef83ecdc67c4	d3f580b2	Goliath	Barbarian Tribe Member	2019-05-11T14:04:44Z	Barbarian 7	Barbarian	Path of the Totem Warrior	7	Charger	98	14	15	10	19	8	10	14		Athletics|Nature|Animal Handling|Survival			Int		NA	NA		NA	NA	Goliath			goofy_shirley
380cd33	31e7111	d581772927d53f005019e78d1d04a200	910c0df7	Goliath	Barbarian Tribe Member	2019-05-11T14:00:44Z	Barbarian 7	Barbarian	Path of the Berserker	7	Great Weapon Master	62	15	20	18	13	8	8	8		Athletics|Animal Handling|Survival|Intimidation	Flame Axe		Int		NA	NA		NA	NA	Goliath			elated_agnesi
380cd33	31e7111	7ad2c73f796fedfbfece4611f2c78218	82003aa4	Goliath	Barbarian Tribe Member	2019-05-11T13:42:39Z	Barbarian 7	Barbarian	Path of the Totem Warrior	7	Grappler	102	19	20	16	19	10	16	12		Athletics|Animal Handling|Perception|Survival			Int		NA	NA		NA	NA	Goliath			optimistic_perlman
faa7e9e	36ac3f6	f90eca2696fc88cfa73316b46b2ae128	1357f6d7	Half-Elf	Noble	2019-05-07T11:21:41Z	Bard 7	Bard	College of Lore	7		45	14	10	16	12	12	10	18		Acrobatics|Sleight of Hand|Stealth|History|Investigation|Insight|Perception|Deception|Performance|Persuasion	Rapier|Dagger		Cha	expertise/Stealth*Perception	NA	NA		NA	NA	Half-Elf		Rapier|Dagger	dreamy_borg
faa7e9e	36ac3f6	3b96cef58230bf2c2de5be8e43815bc9	57b4bbd4	Half-Elf	Noble	2019-05-07T11:20:28Z	Bard 7	Bard	College of Lore	7		45	12	10	12	12	14	14	18		Stealth|Arcana|History|Investigation|Religion|Insight|Medicine|Perception|Performance|Persuasion	Rapier|Dagger		Cha	expertise/Medicine*Insight	NA	NA		NA	NA	Half-Elf		Rapier|Dagger	pensive_curran
faa7e9e		4315e5aba782a8a750de64b73b6e1a4b	71aef293	Half-Elf	Port City Noble	2019-05-07T10:45:30Z	Bard 7	Bard	College of Whispers	7		38	13	10	16	10	14	10	18		Stealth|Arcana|History|Investigation|Perception|Performance|Persuasion	Rapier|Dagger		Cha	expertise/Stealth*Perception	NA	NA		NA	NA	Half-Elf		Rapier|Dagger	laughing_thompson
	e21d470	dfcb17b028b3f8222723afaa83398edb	92090a27	Goblin	Charlatan	2019-04-28T18:54:11Z	Ranger 7	Ranger	Gloom Stalker	7		60	12	13	15	15	10	8	16		Athletics|Sleight of Hand|Investigation|Perception|Deception	Handaxe|Club|Longbow	Disguise Self*1|Rope Trick*2	Wis	fighting style/Archery	Canada	CA		NA	NA	Goblin	Disguise Self*1|Rope Trick*2	Handaxe|Club|Longbow	nifty_ganguly
	e21d470	74c11965996523d90b4d4dc998a56428	a3176007	Minotaur	Hermit	2019-04-28T18:53:59Z	Fighter 7	Fighter	Champion	7		74	13	17	13	18	11	8	12		Religion|Insight|Medicine|Survival|Intimidation	Longbow|Greatclub|Battleaxe		Int	fighting style/Protection	Canada	CA		NA	NA	Minotaur		Longbow|Greatclub|Battleaxe	musing_varahamihira
	e21d470	f50ecdcd2fcb9345ddd56428ac0984b5	0b70e483	Dragonborn	Entertainer	2019-04-28T18:53:46Z	Bard 7	Bard	College of Glamour	7		52	10	15	8	14	11	12	17		Acrobatics|Nature|Animal Handling|Insight|Performance	Longsword|Dagger	Friends*0|Message*0|Vicious Mockery*0|Carm Person*1|Healing Word*1|Heroism*1|Animal Messenger*2|Pyrotechnics*2|Zone Of Truth*2|Hypnotic Pattern*3|Stinking Cloud*3|Plant Growth*3|Confusion*4	Cha	expertise/Performance	Canada	CA		NA	NA	Dragonborn	Friends*0|Message*0|Vicious Mockery*0|Charm Person*1|Healing Word*1|Heroism*1|Animal Messenger*2|Pyrotechnics*2|Zone of Truth*2|Hypnotic Pattern*3|Stinking Cloud*3|Plant Growth*3|Confusion*4	Longsword|Dagger	youthful_bose
	e21d470	4300ba7f5aab18bddc397d2453077fba	a7d68511	Gray Dwarf	Far Traveler	2019-04-28T18:53:39Z	Druid 7	Druid	Circle of the Shepherd	7		45	13	13	13	12	15	15	9		Nature|Insight|Perception|Survival	Quarterstaff	Guidance*0|Frostbite*0|Shillelagh*0|Beast Bond*1|Cure Wounds*1|Thunderwave*1|Earthbound*2|Dust Devil*2|Skywrite*2|Speak To Plants*3|Feign Death*3|Giant Insect*4	Wis		Canada	CA		NA	NA	Dwarf	Guidance*0|Frostbite*0|Shillelagh*0|Beast Bond*1|Cure Wounds*1|Thunderwave*1|Earthbind*2|Dust Devil*2|Skywrite*2|Speak with Plants*3|Feign Death*3|Giant Insect*4	Quarterstaff	laughing_murdock
	4fb0112	4885977d0ccc5254b259793e6c3f8320	d7730588	Firbolg	Hermit	2019-04-17T17:21:57Z	Druid 7	Druid	Circle of Spores	7	Elemental Adept	70	15	14	12	14	14	19	13	NG	Nature|Religion|Medicine|Survival	Quarterstaff	Chill Touch*0|Blindness/Deafness*1|Gentle Repose*1|Animate Dead*2|Gaseous Form*2|Blight*3|Confusion*3	Wis		Canada	CA	NG	NA	NA	Firbolg	Chill Touch*0|*|*|*|*|*|*	Quarterstaff	sweet_mirzakhani
		195d164d4af71d3855a20f27782cdea2	0b34202b	Half-Orc	Outlander	2019-04-13T15:13:55Z	Ranger 7	Ranger	Hunter	7		67	14	14	16	16	13	8	10		Athletics|Stealth|Insight|Perception|Survival|Intimidation	Shortsword|Longbow		Wis	fighting style/Archery	Canada	CA		NA	NA	Half-Orc		Shortsword|Longbow	dazzling_cocks
		09cc9693f13b8abac274c6f678af3b44	0df9971d	Human	Mercenary Veteran	2019-04-11T00:08:50Z	Warlock 7	Warlock	The Hexblade	7	War Caster	72	18	14	14	18	13	11	20		Athletics|Arcana|Deception|Persuasion	Longsword		Cha	pact boon/Pact of the Blade|eldritch invocations/Devil's Sight*Agonizing Blast*Thirsting Blade*Relentless Hex	Canada	CA		NA	NA	Human		Longsword	trusting_meitner
	0469144	28d48b2bdd9b65a97946c75b4a6a7e47	512d8519	Aasimar	Pirate	2019-04-01T15:30:18Z	Warlock 7	Warlock	The Great Old One	7		73	12	10	13	20	10	12	20	Chaotic Neutral	Athletics|Investigation|Perception|Deception	Crossbow, light|Dagger	Eldritch Blast*0|Mage Hand*0|Prestidigitation*0|Mending*0|Shillelagh*0|Vicious Mockery*0|Dissonant Whispers*1|Tasha's Hideous Laughter*1|Arms of Hadar*1|Unseen Servant (Ritual)*1|Witch Bolt*1|Detect Thoughts*2|Phantasmal Force*2|Crown Of Madness*2|Invisibility*2|Clairvoyance*3|Sending*3|Fear*3|Fly*3|Dominate Beast*4|Black Tentacles*4|Dimension Door*4	Cha	pact boon/Pact of the Tome|eldritch invocations/Eyes of the Rune Keeper*Aspect of the Moon*Armor of Shadows*Mask of Many Faces	Canada	CA	CN	NA	NA	Aasimar	Eldritch Blast*0|Mage Hand*0|Prestidigitation*0|Mending*0|Shillelagh*0|Vicious Mockery*0|Dissonant Whispers*1|Tasha's Hideous Laughter*1|Arms of Hadar*1|Unseen Servant*1|Witch Bolt*1|Detect Thoughts*2|Phantasmal Force*2|Crown of Madness*2|Invisibility*2|Clairvoyance*3|Sending*3|Fear*3|Fly*3|Dominate Beast*4|Evard's Black Tentacles*4|Dimension Door*4	Crossbow, Light|Dagger	stoic_almeida
6dde3ad	d52cf64	cbaa38214b1ed559cfb89017dbb50b52	9daf4a3e	Human	Hermit	2019-03-13T06:29:03Z	Sorcerer 7	Sorcerer	Wild Magic	7	Elemental Adept	45	10	9	10	16	15	10	16	Chaotic Good	Arcana|Religion|Medicine|Persuasion	Crossbow, light|Dagger	Create Bonfire*0|Light*0|Mage Hand*0|Ray of Frost*0|Shocking Grasp*0|Chromatic Orb*1|Expeditious Retreat *1|Invisibility*2|Misty Step*2|Darkness*2|Counterspell*3|Lightning Bolt*3|Water Walk*3|Banishment*4	Cha	metamagic/Twinned Spell*Empowered Spell	United States	US	CG	NA	NA	Human	Create Bonfire*0|Light*0|Mage Hand*0|Ray of Frost*0|Shocking Grasp*0|Chromatic Orb*1|Expeditious Retreat*1|Invisibility*2|Misty Step*2|Darkness*2|Counterspell*3|Lightning Bolt*3|Water Walk*3|Banishment*4	Crossbow, Light|Dagger	amazing_greider
3a6a084	7003f40	9bfedd163addf2fdfe06451b28577f80	71bebd74	Half-Elf	Noble	2019-03-03T16:21:36Z	Bard 7	Bard	College of Lore	7		45	12	10	12	12	14	14	18		Arcana|History|Investigation|Nature|Religion|Insight|Perception|Deception|Performance|Persuasion	Rapier|Dagger		Cha	expertise/Persuasion*Perception	NA	NA		NA	NA	Half-Elf		Rapier|Dagger	vigilant_montalcini
89354df	aba926a	0341cd52c73cf980c3f74515caedb1fc	933f1ec7	Lightfoot Halfling	Guild Artisan	2019-02-19T23:37:40Z	Rogue 7	Rogue	Assassin	7		45	15	15	19	9	14	14	17	Chaotic Neutral	Acrobatics|Sleight of Hand|Stealth|Insight|Deception|Persuasion	Rapier|Shortbow|Dagger|Dagger		Int	expertise/Sleight of Hand*Persuasion*Insight	NA	NA	CN	NA	NA	Halfling		Rapier|Shortbow|Dagger|Dagger	cocky_feistel
7fb5fd8	ac0b6d9	d133facf32ca430c4e91f327764d2386	c02a025a	Half-Elf	Haunted One	2019-02-19T07:49:20Z	Monk 7	Monk	Way of the Kensei	7		52	17	13	18	14	10	16	13	Caótico Neutro	Athletics|Acrobatics|Stealth|Animal Handling|Perception|Survival	Dart|Unarmed strike|Bordão |Longbow|Longsword|Dardo Perseguidor		Wis		NA	NA	CN	NA	NA	Half-Elf		Dart|Unarmed Strike||Longbow|Longsword|	agitated_kilby
0f0e095	18a70bf	4755de5011aea9394c08ef5a89b2094b	7520855e	Hill Dwarf	Guild Artisan	2019-02-08T01:21:38Z	Cleric 7	Cleric	War Domain	7	Alert	66	18	19	10	16	10	16	8		History|Religion|Insight|Persuasion	Warhammer|Handaxe|Greataxe|Crossbow, light	Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2|Crusader's Mantle*3|Spirit Guardian*3|Freedom of Movement*4|Stoneskin*4	Wis		United States	US		NA	NA	Dwarf	Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2|Crusader's Mantle*3|Spirit Guardians*3|Freedom of Movement*4|Stoneskin*4	Warhammer|Handaxe|Greataxe|Crossbow, Light	magical_mendel
	bb10f24	aa39a3889ef941aa20075be93f017fe5	fc676402	Hill Dwarf	Far Traveler	2019-01-30T05:37:48Z	Druid 7	Druid	Circle of the Land	7		84	17	12	13	16	10	18	8	True Neutral	Nature|Insight|Perception|Survival	Club|Shillelagh|Primal Savagery|Produce Flame|Thorn Whip	Thorn Whip*0|Produce Flame*0|Primal Savagery*0|Shillelagh*0|Invisibility*2|Pass without Trace*2|Daylight*3|Haste*3|Divination*4|Freedom of Movement*4	Wis		Canada	CA	NN	NA	NA	Dwarf	Thorn Whip*0|Produce Flame*0|Primal Savagery*0|Shillelagh*0|Invisibility*2|Pass Without Trace*2|Daylight*3|Haste*3|Divination*4|Freedom of Movement*4	Club||||Whip	vigilant_lichterman
6566b1b	f1fac3a	ebdab6255e8d0385252a888cded40c7f	77d88f52	Lizardfolk	Faction Agent	2019-01-29T19:46:21Z	Rogue 7	Rogue	Assassin	7		70	14	11	17	14	10	14	12		Acrobatics|Sleight of Hand|Stealth|Nature|Insight|Medicine|Perception|Survival	Rapier|Shortbow|Dagger		Int	expertise/Stealth*Perception*Sleight of Hand*Acrobatics	United States	US		NA	NA	Lizardfolk		Rapier|Shortbow|Dagger	zealous_vaughan
